user_id,Contract,RelaxDuration,MovieDuration,ChildDuration,SportDuration,TVDuration,TotalDuration,Most_Watch,Taste,Type,Activeness,Clinginess,most_search_june,category_june,most_search_july,category_july,trending_type,previous
94567,AGAAA3693,0,454,0,0,42823,43277,TV,Movie-TV,Low,5,Low,cô vợ bắt buộc,Thai-Drama,lục tiểu phụng quyết chiến,C-Drama,Changed,Thai-Drama; C-Drama
95534,AGAAA3694,0,34,0,0,263307,263341,TV,Movie-TV,Medium,9,Low,rể nhà nông,Comedy,về nhà đi con,V-Drama,Changed,Comedy; V-Drama
96326,AGAAA3758,82,0,55,0,46478,46615,TV,Relax-Child-TV,Low,2,Low,minh châu rực rỡ,Thai-Drama,rookie cops,K-Drama,Changed,Thai-Drama; K-Drama
96454,AGAAA3810,0,0,0,0,182982,182982,TV,TV,Medium,4,Low,Ohrora tiểu thư,K-Drama,người tình trái quýt,Romantic movie,Changed,K-Drama; Romantic movie
9680,AGAAA3822,0,0,0,0,49129,49129,TV,TV,Low,5,Low,Someday or One Day,C-Drama,muốn gặp anh,Romantic movie,Changed,C-Drama; Romantic movie
97626,AGAAA3902,0,0,0,0,463,463,TV,TV,Low,1,Low,hoa của quỷ,K-Drama,tư đằng,C-Drama,Changed,K-Drama; C-Drama
98130,AGAAA3994,0,0,0,0,10465,10465,TV,TV,Low,1,Low,phẩm chất quý cô,K-Drama,con tim sắt đá,Thai-Drama,Changed,K-Drama; Thai-Drama
99572,AGD000140,0,0,0,0,9547,9547,TV,TV,Low,1,Low,thiên nga bóng đêm,K-Drama,bac si luat su,K-Drama,Unchanged,Unchanged
99596,AGD000387,0,5035,0,0,460762,465797,TV,Movie-TV,Medium,30,High,cuộc chiến thượng lưu,K-Drama,hơn cả tình bạn,Romantic movie,Changed,K-Drama; Romantic movie
100707,AGD000546,0,0,0,0,49827,49827,TV,TV,Low,8,Low,TOP1 PAINE,Game,NARUTO,Anime,Changed,Game; Anime
101498,AGD000622,92,538083,0,0,121728,659903,Movie,Relax-Movie-TV,High,30,High,công chúa aurora,Romantic movie,nam cung phu nhân,C-Drama,Changed,Romantic movie; C-Drama
102000,AGD000764,0,0,0,0,2248525,2248525,TV,TV,High,30,High,lời hứa với các vị thần,K-Drama,fairy tail,Anime,Changed,K-Drama; Anime
102275,AGD000785,0,130,0,0,125904,126034,TV,Movie-TV,Medium,8,Low,nữ thanh tra tài ba,K-Drama,ngọt ngào đanh riêng em,Romantic movie,Changed,K-Drama; Romantic movie
10341,AGD000825,0,0,0,0,78467,78467,TV,TV,Medium,28,High,boku no hero academia (season 1),Anime,CONG CHUA TOC MAY,Kids,Changed,Anime; Kids
103456,AGD000836,0,0,0,0,86400,86400,TV,TV,Medium,1,Low,phim thương ngày nắng về,V-Drama,nữ luật sư kỳ lạ,K-Drama,Changed,V-Drama; K-Drama
104553,AGD001140,0,15500,0,0,116563,132063,TV,Movie-TV,Medium,22,High,nhất dạ tân nương 2,C-Drama,dien ha dai nhan,C-Drama,Unchanged,Unchanged
105572,AGD001450,0,0,0,0,315392,315392,TV,TV,Medium,30,High,Liên Minh Công Lý: Phiên bản của Zack Snyder,Action movie,tôi thấy hoa vàng trên cỏ xanh,V-Drama,Changed,Action movie; V-Drama
105645,AGD001683,0,0,0,0,124149,124149,TV,TV,Medium,21,High,ho so trinh sat 2,C-Drama,hồ sơ trinh sát,C-Drama,Unchanged,Unchanged
107423,AGD001899,0,0,0,0,672600,672600,TV,TV,High,20,High,cuoc chien giay,K-Drama,vung dat thay ma phan 2,Horror movie,Changed,K-Drama; Horror movie
107748,AGD001944,0,0,0,0,271394,271394,TV,TV,Medium,8,Low,thiên nga bóng đêm,K-Drama,a girl at my door,K-Drama,Unchanged,Unchanged
108160,AGD002276,0,0,0,0,1622633,1622633,TV,TV,High,25,High,muốn gặp được em,Romantic movie,tinh hà xán lạn,Romantic movie,Unchanged,Unchanged
109855,AGD002386,0,0,0,0,385780,385780,TV,TV,Medium,26,High,cảnh đẹp ngày vui biết bao giờ,C-Drama,eve,K-Drama,Changed,C-Drama; K-Drama
113393,AGD002595,0,0,0,0,39083,39083,TV,TV,Low,28,Medium,thất nghiệp chuyển sinh,Anime,vùng đất linh hồn,Anime,Unchanged,Unchanged
113474,AGD002606,0,0,0,0,75040,75040,TV,TV,Medium,27,High,phù thủy tòa án,K-Drama,kẻ cắp mặt trăng,Animation movie,Changed,K-Drama; Animation movie
113827,AGD002774,0,0,0,0,121184,121184,TV,TV,Medium,12,Medium,truyen hinh dong,TV,thvl1,TV,Unchanged,Unchanged
114796,AGD003450,37871,365,0,0,473960,512196,TV,Relax-Movie-TV,High,17,High,thế giới mới,K-Drama,hậu cung thế giới ảo - harem in the labyrinth of another world,Anime,Changed,K-Drama; Anime
114887,AGD003578,0,0,225,0,607132,607357,TV,Child-TV,High,30,High,thị trấn tombstone,Action movie,giải cứu tàu kursk,Action movie,Unchanged,Unchanged
114891,AGD003718,0,0,7930,0,571569,579499,TV,Child-TV,High,30,High,Yêu Nhầm Chị Dâu,Thai-Drama,cái giá của tham vọng,K-Drama,Changed,Thai-Drama; K-Drama
115494,AGD003807,0,153369,164,0,4352,157885,Movie,Movie-Child-TV,Medium,30,High,nhiếp viễn,C-Drama,đêm giao thừa,K-Drama,Changed,C-Drama; K-Drama
116176,AGD003946,0,0,0,0,88562,88562,TV,TV,Medium,26,High,CHUNG TOC BAT TU,Action movie,thanh thanh tử khâm,C-Drama,Changed,Action movie; C-Drama
116237,AGD004008,0,0,0,0,50281,50281,TV,TV,Low,24,Medium,tìm mẹ,V-Drama,ấu trùng tinh nghịch,Animation movie,Changed,V-Drama; Animation movie
121746,AGD004253,0,0,0,0,264972,264972,TV,TV,Medium,15,Medium,Thử Thách Thần Tượng,Gameshow,Bão tố cuộc đời tap 4,Thai-Drama,Changed,Gameshow; Thai-Drama
122199,AGD004353,0,0,0,0,54505,54505,TV,TV,Low,17,Low,trường an như cố,C-Drama,ngự giao,C-Drama,Unchanged,Unchanged
122233,AGD004478,0,0,0,0,53793,53793,TV,TV,Low,24,Medium,fairy tail,Animation movie,Kẻ Trộm Mặt Trăng: Minions,Animation movie,Unchanged,Unchanged
125493,AGD004556,0,0,0,0,2195,2195,TV,TV,Low,2,Low,mong hoa luc,C-Drama,Bella ranee,Thai-Drama,Changed,C-Drama; Thai-Drama
126439,AGD004722,0,26569,1858,0,550587,579014,TV,Movie-Child-TV,High,28,High,mối tình vụng trộm,Romantic movie,yêu không khoảng cách,Romantic movie,Unchanged,Unchanged
126614,AGD004757,0,0,0,0,158257,158257,TV,TV,Medium,2,Low,thiên nga bóng đêm,K-Drama,nhất kiến khuynh tâm,C-Drama,Changed,K-Drama; C-Drama
126678,AGD005092,0,0,0,0,2296051,2296051,TV,TV,High,30,High,that girl,Music,tình yêu trên dòng sông quan họ,Music,Unchanged,Unchanged
128017,AGD005978,0,0,0,0,302887,302887,TV,TV,Medium,29,High,tại sao lại là oh soo jae?,K-Drama,hoa tien,C-Drama,Changed,K-Drama; C-Drama
130568,AGD006017,0,0,0,0,1167623,1167623,TV,TV,High,28,High,người ấy là ai,Gameshow,Bầu trời của đất,Thai-Drama,Changed,Gameshow; Thai-Drama
131230,AGD006329,0,0,0,0,143708,143708,TV,TV,Medium,30,High,kí ức lãng quên,Romantic movie,khi người đàn ông yêu,Romantic movie,Unchanged,Unchanged
132228,AGD007033,0,42827,0,0,227547,270374,TV,Movie-TV,Medium,23,High,thiên nga bóng đêm,K-Drama,Vợ nhí siêu sao,Thai-Drama,Changed,K-Drama; Thai-Drama
132373,AGD007170,0,0,0,0,14452,14452,TV,TV,Low,3,Low,đối tuyển Việt Nam đã giao hữu 1/6/2022,Sport,đội tuyển nữ Việt Nam gặp đội tuyển nữ Lào và ngày 7 tháng 7 năm 2022,Sport,Unchanged,Unchanged
132741,AGD007294,0,0,0,0,2107087,2107087,TV,TV,High,30,High,hồi kí vanitas,Anime,hatsukoi monster,Anime,Unchanged,Unchanged
134274,AGD007633,0,0,0,0,310423,310423,TV,TV,Medium,21,High,bắt ma phá án,K-Drama,hậu cũng ở thế giới ảo,Anime,Changed,K-Drama; Anime
135127,AGD007748,0,0,0,0,355440,355440,TV,TV,Medium,30,High,the saddest music in the world,Music,phát video hướng dẫn làm bánh bao trên tv của tôi,Cooking,Changed,Music; Cooking
136163,AGD007795,0,0,0,0,81062,81062,TV,TV,Medium,27,High,mặt nạ thủy tinh,Anime,những cô nàng cá tính,US-Drama,Changed,Anime; US-Drama
137343,AGD007876,0,169,0,0,14744,14913,TV,Movie-TV,Low,29,Medium,dư sinh xin chỉ giáo nhiều,C-Drama,hoa khai bán hạ,C-Drama,Unchanged,Unchanged
139158,AGD008076,0,0,0,0,104569,104569,TV,TV,Medium,23,High,lật ngược,US-Drama,ngôi sao hàng đầu,K-Drama,Changed,US-Drama; K-Drama
141135,AGD008077,0,37780,0,0,7569,45349,Movie,Movie-TV,Low,9,Low,mãng xà khổng lồ,Horror movie,độc cô thiên hạ,C-Drama,Changed,Horror movie; C-Drama
141926,AGD008179,13225,135699,0,0,115222,264146,Movie,Relax-Movie-TV,Medium,30,High,võ mỵ nương truyền kỳ,C-Drama,dạ sắc khuynh tâm,C-Drama,Unchanged,Unchanged
14213,AGD008265,0,0,0,0,147621,147621,TV,TV,Medium,30,High,lưu ly mỹ nhân sát,C-Drama,hữu phỉ,C-Drama,Unchanged,Unchanged
142639,AGD008357,0,0,0,0,44864,44864,TV,TV,Low,5,Low,pháp y tần minh: người đọc tâm,C-Drama,familyouting,K-Drama,Changed,C-Drama; K-Drama
143113,AGD008481,0,0,0,0,458429,458429,TV,TV,Medium,20,Medium,hậu duệ mặt trời,Romantic movie,thung lũng im lìm,Horror movie,Changed,Romantic movie; Horror movie
143675,AGD008540,0,0,16518,0,1023573,1040091,TV,Child-TV,High,30,High,star over,Music,doraemon,Cartoon,Changed,Music; Cartoon
145481,AGD008544,0,0,0,0,673780,673780,TV,TV,High,30,High,evan toàn năng,Action movie,găng tơ tái xuất,Action movie,Unchanged,Unchanged
145671,AGD008679,0,12401,49675,0,166302,228378,TV,Movie-Child-TV,Medium,30,High,siêu nhân,Kids,lối nhỏ vào đời,V-Drama,Changed,Kids; V-Drama
146354,AGD008710,0,674545,0,0,2733733,3408278,TV,Movie-TV,High,30,High,anh hùng xạ điêu,C-Drama,CÁ MẬP,Kids,Changed,C-Drama; Kids
147339,AGD008828,0,0,0,0,65463,65463,TV,TV,Medium,30,High,chuyến đi săn của quỷ,Horror movie,blue nơi đảo xanh,C-Drama,Changed,Horror movie; C-Drama
147351,AGD008901,0,0,0,0,46759,46759,TV,TV,Low,16,Low,the boy,Action movie,big stan,Action movie,Unchanged,Unchanged
14887,AGD009012,136,10309,0,0,9907,20352,Movie,Relax-Movie-TV,Low,23,Medium,cùng em bay lượn theo gió,Romantic movie,nữ luật sư kỳ lạ,K-Drama,Changed,Romantic movie; K-Drama
150958,AGD009199,0,0,0,0,8798,8798,TV,TV,Low,2,Low,vương giả thiên hạ,Anime,one piece,Anime,Unchanged,Unchanged
151983,AGD009414,0,9029,599,0,406755,416383,TV,Movie-Child-TV,Medium,30,High,ping pong,Kids,u19 việt nam,Sport,Changed,Kids; Sport
153358,AGD009465,0,0,0,0,462516,462516,TV,TV,Medium,26,High,bão cát,Thai-Drama,tú bà cuối cùng s1,C-Drama,Changed,Thai-Drama; C-Drama
153643,AGD009527,0,0,0,0,1140784,1140784,TV,TV,High,22,High,yêu em từ cái nhìn đầu tiên,Romantic movie,hắc bạch vô song (phần 1),C-Drama,Changed,Romantic movie; C-Drama
156569,AGD009661,0,0,0,0,11479,11479,TV,TV,Low,12,Low,xì trum,Kids,tuổi trẻ sục sôi,K-Drama,Changed,Kids; K-Drama
157466,AGD009904,0,0,0,0,19033,19033,TV,TV,Low,9,Low,thiên nga bóng đêm,K-Drama,thế giới khủng long lãnh địa,Action movie,Changed,K-Drama; Action movie
158206,AGD010344,0,69125,0,0,299672,368797,TV,Movie-TV,Medium,26,High,tam sinh,C-Drama,âm thanh địa ngục,Horror movie,Changed,C-Drama; Horror movie
159195,AGD010655,0,62550,0,0,1378751,1441301,TV,Movie-TV,High,30,High,độc xà,Thai-Drama,46 ngày san bằng đám cưới,Thai-Drama,Unchanged,Unchanged
159671,AGD010813,0,0,0,0,1759,1759,TV,TV,Low,1,Low,nữ thanh tra tài ba,K-Drama,phim cung toả trầm hương,C-Drama,Changed,K-Drama; C-Drama
159890,AGD011212,0,3799,0,0,308980,312779,TV,Movie-TV,Medium,28,High,fairy tail,Animation movie,TOTORO,Animation movie,Unchanged,Unchanged
16071,AGD011274,0,0,0,0,585022,585022,TV,TV,High,27,High,RUNNING MAN,Gameshow,running man,Gameshow,Unchanged,Unchanged
161303,AGD011326,0,0,0,0,29103,29103,TV,TV,Low,2,Low,TIENG GOI CON TIM,Comedy,BERSERK,Anime,Changed,Comedy; Anime
162127,AGD011528,0,0,0,0,802431,802431,TV,TV,High,24,High,dưới bóng mộc miên,Thai-Drama,sợi dây hoàng lan,Thai-Drama,Unchanged,Unchanged
163432,AGD011630,0,3353,0,0,51968,55321,TV,Movie-TV,Low,15,Low,xin chào TUOI 20,Romantic movie,em đẹp nhất là khi mỉm cười,Romantic movie,Unchanged,Unchanged
16508,AGD011670,0,0,0,0,2511869,2511869,TV,TV,High,30,High,Bigfoot,Action movie,"taxi, em tên gì?",V-Drama,Changed,Action movie; V-Drama
165948,AGD011727,0,0,0,0,160564,160564,TV,TV,Medium,12,Medium,em là thành trì doanh lũy của anh,C-Drama,nhất kiến khuynh tâm,C-Drama,Unchanged,Unchanged
166772,AGD011771,0,0,0,0,258335,258335,TV,TV,Medium,28,High,khủng long,Kids,siêu nhân,Kids,Unchanged,Unchanged
167131,AGD012099,0,0,0,0,284947,284947,TV,TV,Medium,17,Medium,chàng hậu,K-Drama,cá mực hầm mật,Romantic movie,Changed,K-Drama; Romantic movie
169840,AGD012261,0,0,0,0,2551531,2551531,TV,TV,High,30,High,yamada,Anime,nguyệt thượng trùng hỏa,C-Drama,Changed,Anime; C-Drama
170711,AGD012718,0,1690,0,0,460155,461845,TV,Movie-TV,Medium,12,Medium,the five venoms,C-Drama,chung kết C1 2008,Sport,Changed,C-Drama; Sport
170876,AGD012858,0,0,0,0,14651,14651,TV,TV,Low,2,Low,jabu’s jungle,Animation movie,harry potter: cuộc thi cúp nhà hogwarts,Action movie,Changed,Animation movie; Action movie
171316,AGD012980,0,0,0,0,310007,310007,TV,TV,Medium,30,High,thượng thực,C-Drama,phù thế song kiều,C-Drama,Unchanged,Unchanged
172232,AGD013027,0,0,0,0,16164,16164,TV,TV,Low,3,Low,fast & furious,Action movie,người nhện: xa nhà,Action movie,Unchanged,Unchanged
173055,AGD013040,0,0,0,0,4765,4765,TV,TV,Low,14,Low,có căn nhà nằm nghe nắng mưa,V-Drama,penthouse 2,K-Drama,Changed,V-Drama; K-Drama
173397,AGD013054,0,2062,645,0,456286,458993,TV,Movie-Child-TV,Medium,30,High,hợp đồng hôn nhân,V-Drama,thần thoại,C-Drama,Changed,V-Drama; C-Drama
173555,AGD013596,0,0,0,0,518382,518382,TV,TV,High,30,High,song sinh sát thủ,Action movie,siêu nhân,Kids,Changed,Action movie; Kids
174586,AGD013996,0,0,0,0,511994,511994,TV,TV,High,30,High,BLACK CLOVER,Anime,HANAKO,Anime,Unchanged,Unchanged
175431,AGD014110,0,0,0,0,804660,804660,TV,TV,High,30,High,running man tập 1,Gameshow,bất chợt tìm thấy cậu,Romantic movie,Changed,Gameshow; Romantic movie
175660,AGD014411,0,0,0,0,392273,392273,TV,TV,Medium,30,High,tinh lạc ngưng thành đường,C-Drama,yêu lại vợ cũ,Romantic movie,Changed,C-Drama; Romantic movie
175796,AGD014485,0,0,0,0,1236050,1236050,TV,TV,High,30,High,ONE P,Anime,HOC VIEN MA VUONG,Anime,Unchanged,Unchanged
175929,AGD014574,0,0,0,0,1156009,1156009,TV,TV,High,30,High,tiểu thời đại,C-Drama,thanh xuân tu tảo vi,C-Drama,Unchanged,Unchanged
176335,AGD014618,0,0,0,0,149237,149237,TV,TV,Medium,22,High,eve,K-Drama,nikita (season 2),Action movie,Changed,K-Drama; Action movie
177033,AGD014645,1834,27,0,0,9137,10998,TV,Relax-Movie-TV,Low,11,Low,tại sao boss muốn cưới tôi,C-Drama,minh lan truyện,C-Drama,Unchanged,Unchanged
177050,AGD014671,0,0,0,0,26023,26023,TV,TV,Low,28,Medium,law school,K-Drama,trò chơi tình ái,Thai-Drama,Changed,K-Drama; Thai-Drama
177731,AGD014828,0,0,0,0,87724,87724,TV,TV,Medium,16,Medium,thương ngày nắng về,V-Drama,ấu trùng tinh nghịch,Kids,Changed,V-Drama; Kids
178007,AGD014848,0,0,0,0,10803,10803,TV,TV,Low,27,Medium,kingsman,Action movie,kairo,Music,Changed,Action movie; Music
178470,AGD015077,0,0,0,0,850471,850471,TV,TV,High,17,High,ANOS,Anime,FIREFORCE,Anime,Unchanged,Unchanged
178645,AGD015147,0,0,0,0,61592,61592,TV,TV,Medium,13,Medium,khủng long,Kids,pokémon,Kids,Unchanged,Unchanged
179574,AGD015184,0,0,0,0,285972,285972,TV,TV,Medium,15,Medium,disney,Kids,siêu nhân,Kids,Unchanged,Unchanged
180081,AGD015542,0,0,1481,18,102764,104263,TV,Child-Sport-TV,Medium,30,High,trữ tình,Music,tân cổ giao duyên,Music,Unchanged,Unchanged
18062,AGD015567,0,0,0,0,18734,18734,TV,TV,Low,7,Low,yêu nhầm chị dâu,Romantic movie,anh trai nhà đối diện,Romantic movie,Unchanged,Unchanged
180845,AGD016255,0,0,0,0,513655,513655,TV,TV,High,30,High,người tình của an na,Romantic movie,bán yêu tư đằng,Romantic movie,Unchanged,Unchanged
182234,AGD016368,1662,4799,0,0,179099,185560,TV,Relax-Movie-TV,Medium,30,High,hàng rào tình yêu,Romantic movie,huyền thoại biển xanh,Romantic movie,Unchanged,Unchanged
182336,AGD016456,0,0,0,0,135197,135197,TV,TV,Medium,29,High,muôn kiểu ghen tuông,K-Drama,the mummy: tomb of the dragon emperor,Action movie,Changed,K-Drama; Action movie
183437,AGD016801,0,0,0,0,2802,2802,TV,TV,Low,1,Low,công chúa aroura,K-Drama,công tố viên quân sự do bae man,K-Drama,Unchanged,Unchanged
183627,AGD016914,0,52632,0,0,1115,53747,Movie,Movie-TV,Low,8,Low,ngự giao ký,C-Drama,thanh xuân vật vã,K-Drama,Changed,C-Drama; K-Drama
183777,AGD017059,0,0,0,0,1151512,1151512,TV,TV,High,15,High,diễn nào ma ơi,K-Drama,slamdunk,Anime,Changed,K-Drama; Anime
184064,AGD017400,0,0,0,0,116563,116563,TV,TV,Medium,6,Low,bạn trai tôi là hồ ly,K-Drama,yêu tinh,K-Drama,Unchanged,Unchanged
185815,AGD017566,0,0,0,0,208454,208454,TV,TV,Medium,20,Medium,vô tình nhặt được tổng tài,C-Drama,người đàm phán,C-Drama,Unchanged,Unchanged
185906,AGD017574,0,0,0,0,4373,4373,TV,TV,Low,3,Low,tinh yeu bong nuoc,K-Drama,linh hon bac,Action movie,Changed,K-Drama; Action movie
187619,AGD017736,0,0,0,0,1349832,1349832,TV,TV,High,30,High,nhanh và nguy hiểm 9,Action movie,phi vụ ngầm,Action movie,Unchanged,Unchanged
187983,AGD017852,0,0,0,0,356717,356717,TV,TV,Medium,27,High,lục trinh truyền kì,C-Drama,thập nhị đàm,C-Drama,Unchanged,Unchanged
188151,AGD017958,0,0,0,0,770067,770067,TV,TV,High,28,High,Mở Anime,Anime,Sóc Siêu Quậy,Kids,Changed,Anime; Kids
188659,AGD018220,0,0,5925,0,188,6113,Child,Child-TV,Low,7,Low,star wars: jedi cuối cùng,Action movie,mầm sống hiểm họa,Action movie,Unchanged,Unchanged
189068,AGD018308,0,0,0,0,72854,72854,TV,TV,Medium,6,Low,đã đến lúc,Comedy,Hai thế giới,Romantic movie,Changed,Comedy; Romantic movie
189240,AGD018408,0,0,249,0,174952,175201,TV,Child-TV,Medium,30,High,"eat,love,kill",K-Drama,chàng trai mặc cách,C-Drama,Changed,K-Drama; C-Drama
189668,AGD018757,0,0,6398,0,52336,58734,TV,Child-TV,Low,23,Medium,Những chàng trai tham vọng,K-Drama,tinh hà xán lạn - love like the galaxy,C-Drama,Changed,K-Drama; C-Drama
190006,AGD018804,0,0,0,0,2527246,2527246,TV,TV,High,30,High,tình mãn tuyet duong hoa,C-Drama,thiên nga bóng đêm,K-Drama,Changed,C-Drama; K-Drama
190522,AGD019067,0,0,0,0,848809,848809,TV,TV,High,13,High,SWORK ART ON,Anime,Kẻ Trộm Mặt Trăng: Minions,Animation movie,Changed,Anime; Animation movie
193216,AGD019104,0,11,0,0,132,143,TV,Movie-TV,Low,1,Low,gyakuten,Anime,kính song thành,C-Drama,Changed,Anime; C-Drama
194147,AGD019123,0,0,0,0,25346,25346,TV,TV,Low,19,Low,đao kiếm thần vực (phần 4),Anime,đao kiếm thần vuc,Anime,Unchanged,Unchanged
194617,AGD019163,0,0,0,0,1410324,1410324,TV,TV,High,20,High,một con vịt,Kids,một con vịt,Kids,Unchanged,Unchanged
194985,AGD019209,0,0,0,0,58862,58862,TV,TV,Low,24,Medium,bao ngam 70,V-Drama,chị mười ba,Comedy,Changed,V-Drama; Comedy
195271,AGD019329,0,0,0,0,2403,2403,TV,TV,Low,9,Low,tình anh đình dũng,Music,Liên Minh Công Lý: Phiên bản của Zack Snyder,Action movie,Changed,Music; Action movie
195321,AGD019649,0,0,0,0,831,831,TV,TV,Low,3,Low,những người thừa kế,K-Drama,su menh cuoi cung cua thien than,K-Drama,Unchanged,Unchanged
195350,AGD020058,0,0,0,0,228698,228698,TV,TV,Medium,5,Low,vượt ra tội ác,K-Drama,bằng chứng thép,C-Drama,Changed,K-Drama; C-Drama
196348,AGD020069,0,0,0,0,1620315,1620315,TV,TV,High,30,High,phàm nhân,Animation movie,ghost doctor,K-Drama,Changed,Animation movie; K-Drama
197042,AGD020116,0,0,0,0,906337,906337,TV,TV,High,22,High,the tale of nokdu,K-Drama,nhà trọ waikiki,K-Drama,Unchanged,Unchanged
197515,AGD020186,0,0,0,0,87962,87962,TV,TV,Medium,10,Low,thư ký kim sao thế?,Romantic movie,HARRY POTTER,Action movie,Changed,Romantic movie; Action movie
198237,AGD020595,0,0,0,0,69787,69787,TV,TV,Medium,17,Medium,bad anh crazy,K-Drama,ngọt ngào dành riêng em,Romantic movie,Changed,K-Drama; Romantic movie
198350,AGD020651,1604,110037,4536,0,860124,976301,TV,Relax-Movie-Child-TV,High,30,High,[official mv] cạm bẫy| ziog x dick x sol7 x ngắn (prod. charles.)| yomost vfl spring 2022 theme song,Music,tuyển tập: phim ngắn việt nam,V-Drama,Changed,Music; V-Drama
199780,AGD020726,0,0,0,0,2192559,2192559,TV,TV,High,29,High,thu thach than tuong,Gameshow,anna,Romantic movie,Changed,Gameshow; Romantic movie
201199,AGD020836,0,0,0,0,625038,625038,TV,TV,High,30,High,vagabond,Action movie,người thầy y đức 2,K-Drama,Changed,Action movie; K-Drama
201440,AGD021279,0,0,0,0,322948,322948,TV,TV,Medium,26,High,công chúa ohrora,Romantic movie,luật sư woo young woo,K-Drama,Changed,Romantic movie; K-Drama
203192,AGD021298,0,0,0,0,90793,90793,TV,TV,Medium,11,Medium,we got married,Comedy,sát thủ nikita (phần 1),Action movie,Changed,Comedy; Action movie
204068,AGD021311,0,0,0,0,27862,27862,TV,TV,Low,1,Low,mộng hoa lục,C-Drama,mộng hoa lục,C-Drama,Unchanged,Unchanged
206790,AGD021583,0,195949,0,0,15854,211803,Movie,Movie-TV,Medium,23,High,công tố viên chuyến sinh,K-Drama,nhất kiến khuynh tâm,C-Drama,Changed,K-Drama; C-Drama
207701,AGD021868,0,0,2673,0,494549,497222,TV,Child-TV,High,30,High,người quan sát,K-Drama,hửu phỉ,C-Drama,Changed,K-Drama; C-Drama
209688,AGD022013,0,0,0,0,272060,272060,TV,TV,Medium,30,High,su menh cuoi cung cua thien than,K-Drama,LOI MON DI,Other,Changed,K-Drama; Other
212541,AGD022073,0,0,0,0,14802,14802,TV,TV,Low,14,Low,cặpdoitraiguoc,K-Drama,thailan gap indonesia,Sport,Changed,K-Drama; Sport
213327,AGD022336,0,0,0,0,112607,112607,TV,TV,Medium,28,High,mộng hoa lục,C-Drama,lưu ly Mỹ Nhân Sát,C-Drama,Unchanged,Unchanged
213644,AGD022522,0,0,0,0,1746434,1746434,TV,TV,High,30,High,nửa đường mật nửa là đau thương,C-Drama,cuối cùng cũng đưens lượttooi yêu em,Romantic movie,Changed,C-Drama; Romantic movie
213871,AGD022546,0,0,0,0,2226594,2226594,TV,Relax-TV,High,30,High,NHAC HOA TAU,Music,u19 việt nam sẵn sàng cho trận đấu gặp u19 indonesia - bản tin bóng đá việt 02/07,Sport,Changed,Music; Sport
215639,AGD022636,35,0,0,0,26553,26588,TV,Relax-TV,Low,26,Medium,ngôi sao siêu ngố,V-Drama,tình yêu từ 0 đến 1,Romantic movie,Changed,V-Drama; Romantic movie
216678,AGD022743,0,21199,0,0,369,21568,Movie,Movie-TV,Low,4,Low,yêu nhầm chị dâu,Romantic movie,con tim sắt đá,Thai-Drama,Changed,Romantic movie; Thai-Drama
216730,AGD022788,0,0,0,0,152722,152722,TV,TV,Medium,30,High,sakura,Anime,penthouse,K-Drama,Changed,Anime; K-Drama
217905,AGD022941,0,0,0,0,705919,705919,TV,TV,High,30,High,nang ve si cua tu,Thai-Drama,bạn gái tôi là người ngoài hành tinh,Comedy,Changed,Thai-Drama; Comedy
218006,AGD023003,0,0,0,0,359851,359851,TV,TV,Medium,30,High,nàng dâu hoang,Thai-Drama,trái tim akkanee,Romantic movie,Changed,Thai-Drama; Romantic movie
218410,AGD023077,0,0,0,0,37631,37631,TV,TV,Low,27,Medium,nữ thanh tra tài ba,K-Drama,điều tra pháp y 4,K-Drama,Unchanged,Unchanged
218698,AGD023183,0,12686,0,0,515792,528478,TV,Movie-TV,High,30,High,bắt ma phá án,Comedy,khách sạn ma quái,Comedy,Unchanged,Unchanged
219804,AGD023278,0,0,0,0,53493,53493,TV,TV,Low,4,Low,thế giới nợ tôi mối tình đàu,Romantic movie,hào quang,C-Drama,Changed,Romantic movie; C-Drama
221010,AGD023371,0,2005,0,0,1460994,1462999,TV,Movie-TV,High,29,High,hội pháp sư,Anime,ma dong seok,K-Drama,Changed,Anime; K-Drama
222233,AGD023443,0,0,0,0,56379,56379,TV,TV,Low,14,Low,tom & jerry: quậy tung new york,Cartoon,the gray man,Action movie,Changed,Cartoon; Action movie
222375,AGD023573,0,0,0,0,34087,34087,TV,TV,Low,23,Medium,con đường hạnh phúc,Romantic movie,thương ngày nắng về,V-Drama,Changed,Romantic movie; V-Drama
222524,AGD023721,0,0,0,0,151558,151558,TV,TV,Medium,14,Medium,vẻ đẹp đích thực,Romantic movie,đêm đếm sao,Thai-Drama,Changed,Romantic movie; Thai-Drama
222788,AGD023826,0,61249,0,0,846707,907956,TV,Movie-TV,High,30,High,cô nàng mạnh mẽ,K-Drama,mộng hoa lục,C-Drama,Changed,K-Drama; C-Drama
223019,AGD023840,0,0,0,0,86400,86400,TV,TV,Medium,1,Low,xin chào tôi ơi,K-Drama,hồ sơ trinh sát,C-Drama,Changed,K-Drama; C-Drama
225378,AGD023968,0,0,0,0,531994,531994,TV,TV,High,30,High,lấy danh nghĩa người nhà,C-Drama,tiểu nương,C-Drama,Unchanged,Unchanged
225499,AGD024163,0,0,0,0,34243,34243,TV,TV,Low,4,Low,yêu trong đau thương,Romantic movie,giải mã tình anh,Romantic movie,Unchanged,Unchanged
